subscription_id,customer_id,plan,contract_type,start_date,end_date,status,monthly_fee,tenure_months
18125,18125,Basic,Monthly,2025-04-27,2026-01-13,Churned,49,8
18126,18126,Premium,Annual,2025-04-27,,Active,199,13
18127,18127,Premium,Annual,2025-04-26,,Active,199,13
18128,18128,Basic,Monthly,2024-12-18,2025-04-17,Churned,49,4
18129,18129,Standard,Monthly,2023-06-26,,Active,99,35
18130,18130,Basic,Monthly,2024-04-26,2025-06-30,Churned,49,14
18131,18131,Basic,Annual,2024-06-30,2025-06-11,Churned,49,11
18132,18132,Basic,Monthly,2023-07-09,2024-05-28,Churned,49,10
18133,18133,Basic,Monthly,2026-03-22,2026-05-01,Churned,49,1
18134,18134,Standard,Monthly,2026-05-21,,Active,99,0
18135,18135,Standard,Annual,2024-11-23,,Active,99,18
18136,18136,Standard,Monthly,2025-09-20,,Active,99,8
18137,18137,Enterprise,Annual,2023-07-30,,Active,499,34
18138,18138,Basic,Monthly,2025-12-28,,Active,49,5
18139,18139,Basic,Monthly,2024-02-24,2024-06-16,Churned,49,3
18140,18140,Standard,Monthly,2025-01-29,,Active,99,16
18141,18141,Enterprise,Annual,2025-08-19,,Active,499,9
18142,18142,Standard,Annual,2025-02-10,,Active,99,15
18143,18143,Enterprise,Annual,2024-04-21,,Active,499,25
18144,18144,Premium,Annual,2024-12-09,,Active,199,17
18145,18145,Standard,Monthly,2023-09-07,,Active,99,33
18146,18146,Basic,Monthly,2025-04-16,2025-09-04,Churned,49,4
18147,18147,Premium,Monthly,2025-06-19,,Active,199,11
18148,18148,Basic,Monthly,2024-05-02,2025-09-24,Churned,49,17
18149,18149,Premium,Annual,2026-05-08,,Active,199,0
18150,18150,Enterprise,Monthly,2024-12-09,,Active,499,17
18151,18151,Premium,Annual,2024-06-13,,Active,199,23
18152,18152,Enterprise,Annual,2024-06-09,,Active,499,24
18153,18153,Basic,Annual,2025-09-25,,Active,49,8
18154,18154,Basic,Monthly,2024-04-25,2025-01-26,Churned,49,9
18155,18155,Standard,Monthly,2024-08-23,,Active,99,21
18156,18156,Basic,Annual,2024-05-14,2024-12-26,Churned,49,7
18157,18157,Premium,Annual,2024-07-12,,Active,199,22
18158,18158,Basic,Monthly,2026-03-06,,Active,49,2
18159,18159,Basic,Monthly,2024-03-30,2025-08-13,Churned,49,16
18160,18160,Basic,Monthly,2023-08-02,,Active,49,34
18161,18161,Enterprise,Monthly,2025-02-22,,Active,499,15
18162,18162,Premium,Annual,2023-11-17,,Active,199,30
18163,18163,Basic,Monthly,2026-01-23,,Active,49,4
18164,18164,Basic,Annual,2025-12-28,,Active,49,5
18165,18165,Premium,Monthly,2024-12-30,2025-05-22,Churned,199,4
18166,18166,Standard,Monthly,2023-09-07,,Active,99,33
18167,18167,Basic,Monthly,2025-12-10,,Active,49,5
18168,18168,Premium,Monthly,2025-09-29,,Active,199,8
18169,18169,Standard,Monthly,2023-09-17,,Active,99,32
18170,18170,Basic,Annual,2025-03-04,,Active,49,15
18171,18171,Premium,Monthly,2025-12-22,,Active,199,5
18172,18172,Premium,Annual,2024-12-03,,Active,199,18
18173,18173,Basic,Monthly,2023-07-05,,Active,49,35
18174,18174,Standard,Monthly,2023-10-11,2024-09-01,Churned,99,10
18175,18175,Premium,Annual,2025-03-06,,Active,199,15
18176,18176,Standard,Monthly,2024-08-15,,Active,99,21
18177,18177,Standard,Annual,2023-10-25,,Active,99,31
18178,18178,Standard,Monthly,2024-09-15,,Active,99,20
18179,18179,Standard,Monthly,2025-06-28,2026-06-01,Churned,99,11
18180,18180,Standard,Monthly,2024-07-27,,Active,99,22
18181,18181,Basic,Annual,2023-12-09,2024-11-24,Churned,49,11
18182,18182,Standard,Monthly,2025-08-19,,Active,99,9
18183,18183,Enterprise,Monthly,2025-09-26,,Active,499,8
18184,18184,Basic,Annual,2024-12-06,2025-12-18,Churned,49,12
18185,18185,Standard,Monthly,2024-09-12,,Active,99,20
18186,18186,Standard,Monthly,2024-03-11,2024-09-18,Churned,99,6
18187,18187,Standard,Annual,2023-09-15,,Active,99,33
18188,18188,Enterprise,Monthly,2024-03-16,,Active,499,26
18189,18189,Basic,Monthly,2026-05-12,,Active,49,0
18190,18190,Enterprise,Monthly,2024-04-17,,Active,499,25
18191,18191,Basic,Monthly,2026-03-21,,Active,49,2
18192,18192,Basic,Monthly,2026-01-26,,Active,49,4
18193,18193,Enterprise,Monthly,2023-12-21,,Active,499,29
18194,18194,Premium,Annual,2024-05-12,,Active,199,25
18195,18195,Basic,Monthly,2024-11-21,,Active,49,18
18196,18196,Enterprise,Monthly,2024-02-07,,Active,499,28
18197,18197,Basic,Monthly,2024-05-20,,Active,49,24
18198,18198,Enterprise,Monthly,2025-07-16,,Active,499,10
18199,18199,Basic,Monthly,2023-06-30,2024-12-04,Churned,49,17
18200,18200,Basic,Annual,2025-09-28,,Active,49,8
18201,18201,Basic,Annual,2026-01-15,2026-05-17,Churned,49,4
18202,18202,Standard,Monthly,2024-06-30,,Active,99,23
18203,18203,Basic,Annual,2024-07-08,2025-06-16,Churned,49,11
18204,18204,Basic,Monthly,2025-05-18,,Active,49,12
18205,18205,Standard,Monthly,2024-04-01,,Active,99,26
18206,18206,Enterprise,Monthly,2024-06-22,2025-12-19,Churned,499,18
18207,18207,Standard,Monthly,2023-11-18,2024-02-27,Churned,99,3
18208,18208,Premium,Monthly,2023-09-21,,Active,199,32
18209,18209,Enterprise,Monthly,2024-09-18,,Active,499,20
18210,18210,Basic,Monthly,2023-10-21,,Active,49,31
18211,18211,Basic,Annual,2024-08-12,,Active,49,21
18212,18212,Basic,Annual,2025-12-07,,Active,49,5
18213,18213,Premium,Monthly,2023-08-15,2024-12-20,Churned,199,16
18214,18214,Basic,Monthly,2025-06-10,2026-03-25,Churned,49,9
18215,18215,Enterprise,Monthly,2023-08-27,,Active,499,33
18216,18216,Standard,Annual,2025-02-21,,Active,99,15
18217,18217,Basic,Annual,2025-09-12,,Active,49,8
18218,18218,Standard,Monthly,2026-01-05,,Active,99,4
18219,18219,Premium,Monthly,2025-08-05,,Active,199,10
18220,18220,Basic,Monthly,2025-10-26,,Active,49,7
18221,18221,Premium,Annual,2026-01-19,,Active,199,4
18222,18222,Enterprise,Monthly,2023-07-21,2023-12-17,Churned,499,4
18223,18223,Basic,Monthly,2025-11-04,,Active,49,6
18224,18224,Standard,Annual,2024-06-29,,Active,99,23
18225,18225,Premium,Annual,2025-09-21,,Active,199,8
18226,18226,Standard,Monthly,2024-12-31,,Active,99,17
18227,18227,Basic,Monthly,2025-09-02,,Active,49,9
18228,18228,Premium,Monthly,2026-04-24,,Active,199,1
18229,18229,Basic,Monthly,2023-11-14,2024-07-27,Churned,49,8
18230,18230,Basic,Monthly,2025-02-27,2025-06-11,Churned,49,3
18231,18231,Basic,Annual,2025-08-21,2026-01-20,Churned,49,5
18232,18232,Basic,Annual,2026-01-08,,Active,49,4
18233,18233,Enterprise,Monthly,2025-06-10,,Active,499,11
18234,18234,Premium,Monthly,2024-05-09,,Active,199,25
18235,18235,Standard,Monthly,2025-11-09,,Active,99,6
18236,18236,Standard,Monthly,2025-03-06,,Active,99,15
18237,18237,Standard,Monthly,2024-01-15,2025-05-01,Churned,99,15
18238,18238,Basic,Monthly,2023-07-07,2025-01-30,Churned,49,19
18239,18239,Basic,Monthly,2023-08-08,2025-01-26,Churned,49,17
18240,18240,Basic,Monthly,2026-04-24,,Active,49,1
18241,18241,Basic,Monthly,2024-04-10,,Active,49,26
18242,18242,Standard,Monthly,2023-09-04,2025-03-14,Churned,99,18
18243,18243,Premium,Monthly,2025-12-07,,Active,199,5
18244,18244,Basic,Monthly,2025-05-03,2025-12-15,Churned,49,7
18245,18245,Basic,Monthly,2025-03-09,,Active,49,14
18246,18246,Enterprise,Annual,2024-06-02,,Active,499,24
18247,18247,Premium,Monthly,2024-11-11,,Active,199,18
18248,18248,Standard,Monthly,2023-11-07,,Active,99,31
18249,18249,Standard,Monthly,2023-08-11,,Active,99,34
18250,18250,Basic,Annual,2026-02-06,,Active,49,3
18251,18251,Basic,Monthly,2025-05-25,,Active,49,12
18252,18252,Standard,Monthly,2025-10-04,,Active,99,8
18253,18253,Basic,Annual,2024-06-10,,Active,49,24
18254,18254,Basic,Monthly,2026-05-13,,Active,49,0
18255,18255,Enterprise,Monthly,2023-08-24,2024-04-19,Churned,499,7
18256,18256,Standard,Annual,2023-06-26,,Active,99,35
18257,18257,Basic,Annual,2023-09-17,,Active,49,32
18258,18258,Premium,Annual,2025-04-03,,Active,199,14
18259,18259,Basic,Monthly,2024-10-29,2026-05-06,Churned,49,18
18260,18260,Premium,Monthly,2024-04-22,,Active,199,25
18261,18261,Standard,Monthly,2023-07-12,,Active,99,35
18262,18262,Standard,Monthly,2024-12-09,2025-10-28,Churned,99,10
18263,18263,Enterprise,Monthly,2024-08-13,,Active,499,21
18264,18264,Standard,Monthly,2026-01-20,,Active,99,4
18265,18265,Basic,Monthly,2025-08-06,2026-02-01,Churned,49,5
18266,18266,Basic,Annual,2024-06-18,2026-03-13,Churned,49,21
18267,18267,Standard,Monthly,2024-08-26,,Active,99,21
18268,18268,Standard,Monthly,2023-12-13,,Active,99,30
18269,18269,Standard,Monthly,2023-07-27,,Active,99,34
18270,18270,Premium,Monthly,2026-02-03,,Active,199,3
18271,18271,Enterprise,Annual,2024-07-05,,Active,499,23
18272,18272,Basic,Monthly,2025-08-11,2025-12-07,Churned,49,3
18273,18273,Basic,Monthly,2026-03-16,,Active,49,2
18274,18274,Basic,Monthly,2025-10-14,,Active,49,7
18275,18275,Enterprise,Annual,2025-04-05,2025-10-20,Churned,499,6
18276,18276,Enterprise,Monthly,2024-11-18,,Active,499,18
18277,18277,Basic,Monthly,2024-01-18,,Active,49,28
18278,18278,Standard,Monthly,2025-08-26,,Active,99,9
18279,18279,Basic,Monthly,2023-08-02,2025-04-08,Churned,49,20
18280,18280,Enterprise,Annual,2023-12-28,,Active,499,29
18281,18281,Premium,Annual,2024-09-07,,Active,199,21
18282,18282,Basic,Monthly,2025-06-22,2025-12-19,Churned,49,6
18283,18283,Premium,Monthly,2024-10-11,,Active,199,19
18284,18284,Premium,Monthly,2025-03-27,2026-02-12,Churned,199,10
18285,18285,Basic,Monthly,2024-11-27,2025-04-07,Churned,49,4
18286,18286,Enterprise,Monthly,2024-11-30,,Active,499,18
18287,18287,Basic,Annual,2025-02-17,,Active,49,15
18288,18288,Enterprise,Monthly,2024-06-19,,Active,499,23
18289,18289,Standard,Annual,2025-12-26,,Active,99,5
18290,18290,Basic,Monthly,2025-09-05,,Active,49,8
18291,18291,Enterprise,Annual,2023-11-22,,Active,499,30
18292,18292,Standard,Monthly,2024-08-24,,Active,99,21
18293,18293,Basic,Annual,2024-11-07,2025-02-23,Churned,49,3
18294,18294,Standard,Monthly,2026-01-03,,Active,99,4
18295,18295,Premium,Monthly,2024-01-20,,Active,199,28
18296,18296,Basic,Monthly,2025-01-21,,Active,49,16
18297,18297,Standard,Annual,2024-07-25,,Active,99,22
18298,18298,Basic,Annual,2024-08-17,,Active,49,21
18299,18299,Premium,Monthly,2026-01-22,,Active,199,4
18300,18300,Basic,Monthly,2024-09-17,,Active,49,20
18301,18301,Basic,Annual,2024-11-05,2026-03-11,Churned,49,16
18302,18302,Premium,Annual,2023-09-19,,Active,199,32
18303,18303,Standard,Monthly,2025-10-09,,Active,99,7
18304,18304,Standard,Monthly,2024-11-12,,Active,99,18
18305,18305,Basic,Monthly,2025-02-15,2026-03-17,Churned,49,13
18306,18306,Basic,Monthly,2026-02-03,,Active,49,3
18307,18307,Basic,Annual,2024-06-29,,Active,49,23
18308,18308,Premium,Monthly,2023-10-05,,Active,199,32
18309,18309,Standard,Annual,2024-01-13,,Active,99,29
18310,18310,Basic,Monthly,2024-12-14,,Active,49,17
18311,18311,Basic,Annual,2023-08-02,2024-04-27,Churned,49,8
18312,18312,Enterprise,Monthly,2024-05-27,,Active,499,24
18313,18313,Enterprise,Monthly,2024-02-12,,Active,499,28
18314,18314,Basic,Monthly,2024-05-17,2025-08-10,Churned,49,15
18315,18315,Premium,Annual,2024-11-27,,Active,199,18
18316,18316,Enterprise,Monthly,2023-06-29,,Active,499,35
18317,18317,Standard,Monthly,2023-12-26,,Active,99,29
18318,18318,Enterprise,Annual,2026-04-06,,Active,499,1
18319,18319,Premium,Monthly,2026-05-16,,Active,199,0
18320,18320,Enterprise,Monthly,2023-09-18,,Active,499,32
18321,18321,Premium,Annual,2025-03-26,,Active,199,14
18322,18322,Basic,Monthly,2026-03-22,,Active,49,2
18323,18323,Standard,Monthly,2023-07-24,,Active,99,34
18324,18324,Standard,Annual,2024-08-17,,Active,99,21
18325,18325,Basic,Annual,2023-08-06,,Active,49,34
18326,18326,Premium,Annual,2025-09-03,,Active,199,9
18327,18327,Basic,Annual,2026-01-19,,Active,49,4
18328,18328,Basic,Monthly,2023-12-17,2025-06-13,Churned,49,18
18329,18329,Standard,Annual,2024-02-11,,Active,99,28
18330,18330,Premium,Monthly,2023-07-26,,Active,199,34
18331,18331,Basic,Annual,2023-10-29,,Active,49,31
18332,18332,Premium,Monthly,2023-11-10,,Active,199,31
18333,18333,Basic,Annual,2025-02-05,,Active,49,16
18334,18334,Standard,Monthly,2024-08-20,,Active,99,21
18335,18335,Standard,Monthly,2025-12-28,,Active,99,5
18336,18336,Basic,Annual,2025-09-17,,Active,49,8
18337,18337,Basic,Monthly,2025-10-13,,Active,49,7
18338,18338,Standard,Annual,2025-11-03,,Active,99,7
18339,18339,Basic,Annual,2026-02-06,,Active,49,3
18340,18340,Basic,Annual,2026-01-02,,Active,49,5
18341,18341,Standard,Monthly,2025-07-04,2025-11-30,Churned,99,4
18342,18342,Standard,Monthly,2025-01-20,,Active,99,16
18343,18343,Standard,Monthly,2024-02-24,,Active,99,27
18344,18344,Basic,Monthly,2025-09-09,,Active,49,8
18345,18345,Premium,Monthly,2024-07-04,,Active,199,23
18346,18346,Standard,Monthly,2024-11-05,,Active,99,19
18347,18347,Basic,Monthly,2023-12-06,2025-05-07,Churned,49,17
18348,18348,Basic,Annual,2024-08-15,,Active,49,21
18349,18349,Standard,Annual,2024-12-08,,Active,99,18
18350,18350,Basic,Annual,2025-07-15,,Active,49,10
18351,18351,Standard,Monthly,2023-11-06,2025-03-27,Churned,99,16
18352,18352,Basic,Monthly,2023-11-25,2024-08-26,Churned,49,9
18353,18353,Basic,Annual,2025-08-20,,Active,49,9
18354,18354,Standard,Monthly,2023-09-10,2024-03-31,Churned,99,6
18355,18355,Standard,Monthly,2025-11-05,,Active,99,6
18356,18356,Premium,Annual,2026-05-13,,Active,199,0
18357,18357,Basic,Monthly,2025-06-16,,Active,49,11
18358,18358,Basic,Monthly,2025-02-09,,Active,49,15
18359,18359,Premium,Annual,2025-04-23,,Active,199,13
18360,18360,Standard,Annual,2023-10-29,,Active,99,31
18361,18361,Standard,Monthly,2023-11-29,2024-10-02,Churned,99,10
18362,18362,Premium,Monthly,2024-01-16,,Active,199,28
18363,18363,Enterprise,Monthly,2026-01-19,,Active,499,4
18364,18364,Premium,Annual,2023-09-03,,Active,199,33
18365,18365,Basic,Annual,2024-01-26,2025-06-07,Churned,49,16
18366,18366,Premium,Annual,2025-09-24,,Active,199,8
18367,18367,Basic,Monthly,2023-07-01,2024-07-28,Churned,49,13
18368,18368,Premium,Monthly,2025-10-20,,Active,199,7
18369,18369,Basic,Monthly,2024-06-23,,Active,49,23
18370,18370,Basic,Annual,2023-07-10,,Active,49,35
18371,18371,Basic,Monthly,2024-08-06,,Active,49,22
18372,18372,Basic,Monthly,2024-03-02,2025-09-20,Churned,49,18
18373,18373,Standard,Annual,2023-11-23,,Active,99,30
18374,18374,Basic,Monthly,2026-02-09,,Active,49,3
18375,18375,Standard,Annual,2023-09-25,,Active,99,32
18376,18376,Standard,Monthly,2026-04-06,,Active,99,1
18377,18377,Basic,Annual,2025-03-08,2026-02-08,Churned,49,11
18378,18378,Standard,Monthly,2025-12-03,,Active,99,6
18379,18379,Basic,Monthly,2024-05-12,2025-12-26,Churned,49,19
18380,18380,Basic,Annual,2026-05-06,,Active,49,0
18381,18381,Basic,Monthly,2025-07-05,,Active,49,11
18382,18382,Basic,Annual,2025-09-12,,Active,49,8
18383,18383,Basic,Monthly,2023-08-24,2025-07-04,Churned,49,22
18384,18384,Basic,Annual,2023-07-10,2024-07-08,Churned,49,12
18385,18385,Premium,Monthly,2025-10-09,,Active,199,7
18386,18386,Basic,Annual,2024-12-17,,Active,49,17
18387,18387,Enterprise,Monthly,2024-11-24,,Active,499,18
18388,18388,Basic,Annual,2026-05-10,,Active,49,0
18389,18389,Basic,Monthly,2026-02-18,,Active,49,3
18390,18390,Standard,Monthly,2024-12-30,,Active,99,17
18391,18391,Enterprise,Annual,2025-08-14,,Active,499,9
18392,18392,Basic,Annual,2025-02-09,,Active,49,15
18393,18393,Standard,Annual,2023-08-05,,Active,99,34
18394,18394,Basic,Monthly,2025-07-22,,Active,49,10
18395,18395,Basic,Monthly,2024-10-11,,Active,49,19
18396,18396,Basic,Monthly,2025-04-03,,Active,49,14
18397,18397,Standard,Monthly,2024-11-11,,Active,99,18
18398,18398,Premium,Monthly,2025-05-30,,Active,199,12
18399,18399,Basic,Monthly,2023-10-08,2023-12-17,Churned,49,2
18400,18400,Premium,Monthly,2024-02-23,,Active,199,27
18401,18401,Premium,Monthly,2025-10-28,,Active,199,7
18402,18402,Premium,Monthly,2024-09-22,,Active,199,20
18403,18403,Premium,Monthly,2025-06-13,2026-02-02,Churned,199,7
18404,18404,Basic,Annual,2025-10-04,2026-04-13,Churned,49,6
18405,18405,Standard,Annual,2026-03-20,,Active,99,2
18406,18406,Basic,Annual,2025-07-08,2026-01-18,Churned,49,6
18407,18407,Enterprise,Monthly,2026-05-21,,Active,499,0
18408,18408,Premium,Annual,2025-06-08,,Active,199,11
18409,18409,Basic,Monthly,2023-12-16,2025-07-09,Churned,49,19
18410,18410,Enterprise,Monthly,2024-04-11,,Active,499,26
18411,18411,Standard,Monthly,2023-11-25,,Active,99,30
18412,18412,Basic,Monthly,2026-04-20,,Active,49,1
18413,18413,Premium,Monthly,2023-10-10,,Active,199,32
18414,18414,Standard,Monthly,2023-09-30,,Active,99,32
18415,18415,Standard,Monthly,2024-02-24,,Active,99,27
18416,18416,Basic,Monthly,2025-12-18,,Active,49,5
18417,18417,Standard,Monthly,2024-10-05,,Active,99,20
18418,18418,Standard,Monthly,2024-11-08,2024-12-19,Churned,99,1
18419,18419,Standard,Monthly,2023-12-05,,Active,99,30
18420,18420,Standard,Monthly,2025-05-05,,Active,99,13
18421,18421,Premium,Annual,2025-08-07,,Active,199,9
18422,18422,Basic,Monthly,2024-04-01,2025-06-04,Churned,49,14
18423,18423,Basic,Monthly,2026-05-12,,Active,49,0
18424,18424,Enterprise,Annual,2025-12-29,,Active,499,5
18425,18425,Standard,Monthly,2023-12-11,2025-08-31,Churned,99,20
18426,18426,Standard,Monthly,2024-11-02,,Active,99,19
18427,18427,Basic,Monthly,2025-09-09,2026-04-18,Churned,49,7
18428,18428,Basic,Monthly,2025-12-27,,Active,49,5
18429,18429,Standard,Monthly,2026-02-21,,Active,99,3
18430,18430,Standard,Monthly,2026-04-23,,Active,99,1
18431,18431,Standard,Annual,2023-06-25,,Active,99,35
18432,18432,Standard,Monthly,2025-08-08,,Active,99,9
18433,18433,Standard,Monthly,2026-05-07,,Active,99,0
18434,18434,Premium,Monthly,2025-12-07,,Active,199,5
18435,18435,Basic,Annual,2024-04-09,,Active,49,26
18436,18436,Premium,Monthly,2024-06-09,,Active,199,24
18437,18437,Standard,Annual,2023-08-01,,Active,99,34
18438,18438,Basic,Monthly,2024-11-24,2025-09-07,Churned,49,9
18439,18439,Standard,Annual,2025-08-17,,Active,99,9
18440,18440,Premium,Monthly,2025-12-09,,Active,199,5
18441,18441,Basic,Annual,2025-01-31,,Active,49,16
18442,18442,Premium,Annual,2025-10-25,,Active,199,7
18443,18443,Basic,Annual,2024-05-17,,Active,49,24
18444,18444,Basic,Annual,2025-05-23,2025-08-03,Churned,49,2
18445,18445,Standard,Monthly,2024-12-24,,Active,99,17
18446,18446,Enterprise,Monthly,2026-01-05,,Active,499,4
18447,18447,Premium,Monthly,2024-04-23,,Active,199,25
18448,18448,Standard,Monthly,2025-11-21,,Active,99,6
18449,18449,Standard,Monthly,2025-03-14,,Active,99,14
18450,18450,Enterprise,Monthly,2024-06-21,,Active,499,23
18451,18451,Premium,Monthly,2024-02-02,2024-10-30,Churned,199,9
18452,18452,Basic,Annual,2023-09-08,2023-10-17,Churned,49,1
18453,18453,Premium,Monthly,2024-09-14,,Active,199,20
18454,18454,Basic,Annual,2023-07-05,2024-07-18,Churned,49,12
18455,18455,Premium,Annual,2025-03-17,2025-08-27,Churned,199,5
18456,18456,Enterprise,Monthly,2023-12-15,,Active,499,29
18457,18457,Basic,Monthly,2023-10-24,2025-07-06,Churned,49,20
18458,18458,Standard,Monthly,2025-07-28,,Active,99,10
18459,18459,Basic,Monthly,2026-05-01,,Active,49,1
18460,18460,Standard,Monthly,2025-06-21,2025-11-20,Churned,99,5
18461,18461,Premium,Monthly,2023-07-16,,Active,199,35
18462,18462,Premium,Annual,2023-07-11,,Active,199,35
18463,18463,Standard,Annual,2026-04-04,,Active,99,1
18464,18464,Basic,Monthly,2025-12-03,,Active,49,6
18465,18465,Premium,Monthly,2024-12-04,,Active,199,18
18466,18466,Premium,Monthly,2025-11-09,,Active,199,6
18467,18467,Standard,Annual,2024-06-07,2024-08-05,Churned,99,1
18468,18468,Premium,Monthly,2023-10-29,2024-07-31,Churned,199,9
18469,18469,Premium,Monthly,2023-09-11,,Active,199,33
18470,18470,Basic,Monthly,2025-01-02,,Active,49,17
18471,18471,Basic,Monthly,2025-10-28,,Active,49,7
18472,18472,Standard,Monthly,2026-03-02,,Active,99,3
18473,18473,Enterprise,Annual,2026-01-30,,Active,499,4
18474,18474,Basic,Monthly,2023-08-28,2023-11-12,Churned,49,2
18475,18475,Standard,Monthly,2023-10-10,,Active,99,32
18476,18476,Basic,Annual,2025-06-21,,Active,49,11
18477,18477,Standard,Monthly,2025-06-08,,Active,99,11
18478,18478,Standard,Monthly,2024-05-01,,Active,99,25
18479,18479,Basic,Monthly,2024-06-05,2026-01-18,Churned,49,19
18480,18480,Basic,Monthly,2026-05-20,,Active,49,0
18481,18481,Premium,Annual,2025-11-13,,Active,199,6
18482,18482,Standard,Annual,2023-10-19,,Active,99,31
18483,18483,Basic,Monthly,2023-09-08,2024-06-23,Churned,49,9
18484,18484,Premium,Monthly,2023-11-06,,Active,199,31
18485,18485,Basic,Monthly,2026-02-05,,Active,49,3
18486,18486,Basic,Annual,2024-02-09,2025-05-22,Churned,49,15
18487,18487,Standard,Monthly,2024-06-11,,Active,99,24
18488,18488,Enterprise,Monthly,2024-06-26,2026-04-30,Churned,499,22
18489,18489,Standard,Annual,2025-11-29,,Active,99,6
18490,18490,Standard,Monthly,2025-11-25,,Active,99,6
18491,18491,Premium,Monthly,2024-11-19,,Active,199,18
18492,18492,Premium,Annual,2024-05-13,,Active,199,24
18493,18493,Basic,Annual,2023-08-03,,Active,49,34
18494,18494,Basic,Monthly,2026-03-21,,Active,49,2
18495,18495,Enterprise,Monthly,2024-02-04,,Active,499,28
18496,18496,Basic,Annual,2025-01-12,2025-12-21,Churned,49,11
18497,18497,Basic,Monthly,2024-03-05,,Active,49,27
18498,18498,Premium,Annual,2025-07-23,2025-11-25,Churned,199,4
18499,18499,Basic,Annual,2025-03-29,,Active,49,14
18500,18500,Basic,Annual,2023-08-17,,Active,49,33
18501,18501,Enterprise,Monthly,2025-06-13,,Active,499,11
18502,18502,Enterprise,Annual,2023-07-30,,Active,499,34
18503,18503,Basic,Monthly,2025-01-14,,Active,49,16
18504,18504,Standard,Monthly,2023-08-02,,Active,99,34
18505,18505,Basic,Annual,2026-01-17,,Active,49,4
18506,18506,Standard,Annual,2024-01-28,2024-06-27,Churned,99,5
18507,18507,Basic,Annual,2026-04-01,,Active,49,2
18508,18508,Basic,Monthly,2025-03-18,,Active,49,14
18509,18509,Premium,Monthly,2024-09-23,2026-01-08,Churned,199,15
18510,18510,Basic,Monthly,2026-02-27,,Active,49,3
18511,18511,Basic,Annual,2025-05-21,2025-09-02,Churned,49,3
18512,18512,Standard,Monthly,2025-05-01,,Active,99,13
18513,18513,Premium,Monthly,2025-08-02,,Active,199,10
18514,18514,Basic,Monthly,2023-07-10,2024-06-06,Churned,49,11
18515,18515,Basic,Monthly,2025-01-13,,Active,49,16
18516,18516,Basic,Monthly,2024-07-12,,Active,49,22
18517,18517,Basic,Monthly,2023-08-02,2025-04-25,Churned,49,21
18518,18518,Enterprise,Annual,2025-08-20,,Active,499,9
18519,18519,Standard,Monthly,2023-07-19,,Active,99,34
18520,18520,Basic,Monthly,2024-10-12,2025-06-02,Churned,49,7
18521,18521,Basic,Monthly,2024-06-03,2025-08-02,Churned,49,14
18522,18522,Premium,Monthly,2026-01-30,,Active,199,4
18523,18523,Basic,Monthly,2024-05-17,2025-09-25,Churned,49,16
18524,18524,Basic,Monthly,2024-05-12,2025-12-08,Churned,49,19
18525,18525,Basic,Monthly,2025-07-12,,Active,49,10
18526,18526,Enterprise,Monthly,2024-08-27,2025-07-16,Churned,499,10
18527,18527,Basic,Monthly,2023-10-11,,Active,49,32
18528,18528,Basic,Monthly,2025-04-08,2025-10-14,Churned,49,6
18529,18529,Basic,Monthly,2024-03-02,2025-11-10,Churned,49,20
18530,18530,Premium,Monthly,2024-09-15,,Active,199,20
18531,18531,Standard,Monthly,2023-08-07,,Active,99,34
18532,18532,Basic,Monthly,2025-07-16,,Active,49,10
18533,18533,Basic,Annual,2025-09-10,2026-05-10,Churned,49,8
18534,18534,Basic,Monthly,2026-05-03,,Active,49,0
18535,18535,Basic,Annual,2023-08-10,,Active,49,34
18536,18536,Premium,Monthly,2023-08-29,2025-06-03,Churned,199,21
18537,18537,Standard,Monthly,2026-01-30,,Active,99,4
18538,18538,Basic,Monthly,2025-05-12,2025-09-10,Churned,49,4
18539,18539,Standard,Monthly,2026-01-03,,Active,99,4
18540,18540,Basic,Monthly,2026-01-17,,Active,49,4
18541,18541,Standard,Monthly,2025-03-17,,Active,99,14
18542,18542,Basic,Monthly,2026-02-04,,Active,49,3
18543,18543,Basic,Monthly,2024-10-21,2026-04-26,Churned,49,18
18544,18544,Standard,Monthly,2025-08-24,,Active,99,9
18545,18545,Standard,Annual,2023-09-18,,Active,99,32
18546,18546,Basic,Monthly,2026-05-10,,Active,49,0
18547,18547,Standard,Monthly,2024-10-12,2025-10-03,Churned,99,11
18548,18548,Basic,Monthly,2025-04-13,,Active,49,13
18549,18549,Standard,Annual,2023-09-11,,Active,99,33
18550,18550,Standard,Monthly,2024-01-22,,Active,99,28
18551,18551,Basic,Monthly,2024-03-12,2025-04-17,Churned,49,13
18552,18552,Standard,Monthly,2025-09-08,,Active,99,8
18553,18553,Basic,Monthly,2024-01-03,,Active,49,29
18554,18554,Standard,Monthly,2024-03-24,,Active,99,26
18555,18555,Standard,Monthly,2023-11-26,,Active,99,30
18556,18556,Enterprise,Monthly,2023-08-23,,Active,499,33
18557,18557,Standard,Monthly,2026-03-07,,Active,99,2
18558,18558,Basic,Annual,2024-06-20,2025-01-18,Churned,49,7
18559,18559,Enterprise,Annual,2023-11-20,,Active,499,30
18560,18560,Premium,Monthly,2025-02-27,,Active,199,15
18561,18561,Standard,Monthly,2025-08-25,,Active,99,9
18562,18562,Basic,Monthly,2025-04-08,,Active,49,13
18563,18563,Premium,Monthly,2026-04-14,,Active,199,1
18564,18564,Standard,Monthly,2023-09-22,,Active,99,32
18565,18565,Standard,Monthly,2024-02-21,,Active,99,27
